6sc.com,6th-street-consulting,6th Street Consulting,"6th Street Consulting is a strategy and technology consulting company providing expert SharePoint solutions. Our expertise ranges from the setup of the most basic SharePoint sites to custom sites that match the brand of your business. We also provide strategic assessments/planning, proof of concepts and implementation of value-added portals (Intranets, Extranets and Corporate). With our SharePoint Deployment Planning Services (SDPS), we work with you to assess your business goals, identify and mitigate project risk, and develop an effective roadmap for implementing a SharePoint solution that meets your business needs. More than 50,000 users have effectively adopted our SharePoint solutions. We are a Microsoft Certified Partner with a Gold competency in Digital Marketing and three silver competencies in Portals and Collaboration, Desktop, and Mid-Market Solution Provider.",,,,,,,http://6sc.com,sharepoint 
6waves.com,6waves,6Waves,No description.,,,,HKG,6waves,,http://6waves.com,gaming 
6wunderkinder.com,6wunderkinder,6Wunderkinder,No description.,,,,DEU,,6Wunderkinder,http://6wunderkinder.com,software;
777studios.net,777-studios,777 Studios,No description.,,,,,777-Studios,,http://777studios.net,gaming 
7search.com,7searchcom,7Search.com,No description.,60018,Des Plaines,IL,USA,7search,7Search,http://7search.com,advertising;
99designs.com,99designs,99designs,No description.,3066,,,AUS,99designs,99designs,http://99designs.com,public relations;
9flats.com,9flats,9flats,No description.,,,,DEU,9flats,9flats,http://9flats.com,web;
a10networks.com,a10-networks,A10 Networks,No description.,95131,San Jose,CA,USA,A10-Networks,A10Networks,http://a10networks.com,network hosting;virtualization
a3is.com,a3is,A3IS,No description.,,,,,,,http://a3is.com,gaming 
a4d.com,ads4dough,Ads4Dough,No description.,,,,,,,http://a4d.com,advertising;
a5.com,a5-internet,A5 Internet,No description.,,,,,,,http://a5.com,
aarki.com,aarki,Aarki,No description.,94085,Sunnyvale,CA,USA,aarkimobile,aarkimobile,http://aarki.com,gaming 
ABBYY.com,abbyy-usa,ABBYY USA,"ABBYY® provides solutions to enable complete text search capabilities for your Microsoft® SharePoint® and Windows® search applications. With ABBYY solutions providing full-text recognition and data capture technologies, image-based documents like TIFFs, JPEGs, PDFs and others can be easily converted into fully searchable data for your SharePoint or Windows Search. ABBYY’s Recognition Server™ and FlexiCapture® give enterprise organizations an automatic and cost-effective way to organize and access data that was previously hidden from search results.",12727,Moscow,,RUS,ABBYYUSA,ABBYY_Software,http://ABBYY.com,sharepoint 
abcd-dev.com,abcd_dev,ABCD Dev,"ABCD Dev is an independent company created in 2009 by Pierre Deltour and Dominique Peyronnet, 2 video games industry veterans. The mission of ABCD Dev SAS is to use their 25 years cumulated experience in video games development to bring the quality of AAA console games to the world of edutainment.",,,,,,,http://abcd-dev.com,gaming 
abertay.ac.uk,abertay-ac-uk,"Institute of Arts, Media & Computer Games",No description.,,,,,,,http://abertay.ac.uk,gaming 
abramslearningtrends.com,abrams-learning-trends,Abrams Learning Trends,No description.,,,,,,,http://abramslearningtrends.com,education 
absolute.com,absolute-software-corp,Absolute Software Corp.,No description.,V7X 1K8,,,CAN,,,http://absolute.com,software;education 
abstractiongames.com,abstraction_games_b.v.,Abstraction Games B.V.,"Abstraction Games is a Software and Game Development and Porting Studio mostly targeting DLC platforms including but not limited to iPhone, iPod, iPad, DSi, Wii, PS3 an Xbox 360.",,,,,,,http://abstractiongames.com,gaming 
abylight.com,abylight_sl,Abylight SL,No description.,,,,,,,http://abylight.com,gaming 
academicpartnerships.com,academic-partnerships,Academic Partnerships,No description.,,,,,AcademicPartnerships,,http://academicpartnerships.com,education 
academicsuperstore.com,academic-superstore,Academic Superstore,No description.,,,,,,,http://academicsuperstore.com,education 
academyart.edu,academy-of-art-university,Academy of Art University,No description.,,,,,AcademyofArtUniversity,,http://academyart.edu,gaming 
accel.com,accel-partners,Accel Partners,No description.,,,,,Accel,,http://accel.com,
accellion.com,accellion,Accellion,"Accellion provides enterprise-class mobile file sharing solutions that enable secure anytime, anywhere access to information while ensuring enterprise security and compliance. The world's leading corporations and government agencies use Accellion to protect intellectual property, ensure compliance, improve business productivity and reduce IT costs. Founded in 1999, Accellion file sharing solutions can be deployed on public, private and hybrid cloud environments and provide the ease-of-use business users need while giving the enterprise organization the flexibility, scalability and protection it needs. For more information please visit www.accellion.com or call (650)-485-4300",94303,E Palo Alto,CA,USA,Accellion,accellion,http://accellion.com,security;sharepoint 
accelops.com,accelops,AccelOps,No description.,,,,,,,http://accelops.com,
accessdata.com,accessdata,AccessData,No description.,,,,,accessdata,,http://accessdata.com,
accessindustries.com,access-industries,Access Industries,No description.,,,,,,,http://accessindustries.com,
accoladetechnology.com,accolade-technology,Accolade Technology,No description.,,,,,,,http://accoladetechnology.com,
accunurse.com,vocollect-healthcare-systems,Vocollect Healthcare Systems,No description.,,,,,,,http://accunurse.com,healthcare;
accusoft.com,accusoft,Accusoft,"Accusoft provides a full spectrum of document, content and imaging solutions. Maximize the return on your investment in SharePoint. Accusoft provides enterprise-class, fully customizable viewing, collaboration, and document security capabilities to organizations using SharePoint, with support for viewing over 300 file formats, including Office, PDF and AutoCAD. Prizm Content Connect Plus SharePoint Edition supports global requirements with viewing and annotations in 65 languages, and even includes translation right inside the document. Reduce costs by eliminating unnecessary licenses and downloads, while improving productivity with an easy to deploy, server based viewer that exploits all modern browser capabilities.",33603,Tampa,FL,USA,accusoft,,http://accusoft.com,software;sharepoint 
ace.edu,american-college-of-education,American College of Education,No description.,,,,,AmericanCollegeofEducation,,http://ace.edu,education 
ac-entertainment.com,advanced-cyber-entertainment,Advanced Cyber Entertainment,No description.,,,,,,,http://ac-entertainment.com,gaming 
acer.com,acer-america-corporation,Acer America Corporation,No description.,,,,,Acer,,http://acer.com,education 
aceresport.com,aceresport,Team Acer by esp entertainment e.K.,No description.,,,,,,,http://aceresport.com,gaming 
acftechnologies.com,acf-technologies,ACF Technologies,No description.,,,,,,,http://acftechnologies.com,healthcare;
achica.com,achica,ACHICA,No description.,W1S 1JY,,,GBR,,ACHICA_Tweeta,http://achica.com,ecommerce;
achieve.org,achieve,Achieve,No description.,,,,,,,http://achieve.org,
achieve3000.com,achieve3000,Achieve3000,No description.,8701,Lakewood,NJ,USA,,,http://achieve3000.com,education 
aconygames.com,acony,ACONY  & Co. KG,No description.,,,,,AconyGames,,http://aconygames.com,gaming 
acquisio.com,acquisio,Acquisio,No description.,J4P 2J2,,,CAN,acquisio,acquisio,http://acquisio.com,advertising;
acronis.com,acronis,Acronis,No description.,1803,Burlington,MA,USA,acronis,acronis,http://acronis.com,software;gaming virtualization
acthion.com,acthion,acthion,No description.,,,,,LeftAction,,http://acthion.com,
actian.com,actian,Actian,"Actian Corporation enables organizations to transform big data into business value with data management solutions to transact, analyze, and take automated action across their business operations. Actian helps 10,000 customers worldwide take action on their big data with Action Apps, Vectorwise and Ingres. Vectorwise has pioneere, high-performance Hadoop analytics with leading social media companies such as Badoo, IsCool and NK. The Actian Hadoop Data Connector provides a rapidly implemented, robust and scalable solution that saves time and eliminates the risk of relying on custom integration code to support mission critical big data analytic applications.",,,,,actiancorp,,http://actian.com,big data;
actiance.com,actiance-inc,"Actiance, Inc.",No description.,94002,Belmont,CA,USA,Actiance,,http://actiance.com,software;
actifio.com,actifo,Actifo,No description.,2451,North Waltham,MA,USA,actifio,actifio,http://actifio.com,software;virtualization
actionpacked.com,actionpacked!-networks,ActionPacked! Networks,No description.,,,,,,,http://actionpacked.com,
activestate.com,activestate,ActiveState,No description.,V6C 1T2,Vancouver,,CAN,activestatesoftware,activestate,http://activestate.com,software;virtualization
activetransport.com,iactive-usa-corp,IActive USA Corp,No description.,,,,,,,http://activetransport.com,healthcare;
active-vp.com,active-venture-partners,Active Venture Partners,No description.,,,,,,,http://active-vp.com,
activision.com,activision,Activision,No description.,90405,Santa Monica,CA,USA,ActivisionAssist,,http://activision.com,gaming 
actoncapital.de,acton-capital-partners,Acton Capital Partners,No description.,,,,DEU,,,http://actoncapital.de,
actonsoftware.com,act-on,Act-On,No description.,97005,Beaverton,OR,USA,actonsoftware,ActOnSoftware,http://actonsoftware.com,software;salesforce;crm integration 
actuallight.com,actual-light,Actual Light,No description.,,,,,,,http://actuallight.com,advertising;
acumensolutions.com,acumen-solutions,Acumen Solutions,No description.,22102,Maclean,VA,USA,AcumenSolutions,,http://acumensolutions.com,consulting;salesforce;crm integration 
ad4game.com,ad4game,Ad4Game,No description.,,,,,ad4game,,http://ad4game.com,gaming 
ad4screen.com,ad4screen,AD4SCREEN,No description.,,,,FRA,,,http://ad4screen.com,gaming 
adam.com,adam,"A.D.A.M. Education, a division of Ebix Health",No description.,,,,,,,http://adam.com,education 
adamsstreetpartners.com,adams-street,ADAMS STREET,No description.,,,,,,,http://adamsstreetpartners.com,
adaptiva.com,adaptiva,Adaptiva,No description.,98008,Bellevue,WA,USA,adaptiva,adaptiva,http://adaptiva.com,software;
adaptivecomputing.com,adaptive-computing,Adaptive Computing,No description.,84606,Provo,UT,USA,,,http://adaptivecomputing.com,software;virtualization
adaptivecurriculum.com,adaptive-curriculum,Adaptive Curriculum,No description.,85257,Scottsdale,AZ,USA,,,http://adaptivecurriculum.com,other;education 
adapx.com,adapx-inc,"Adapx, Inc.","Capturx Software from Adapx speeds data capture and collaboration by turning natural speech, sketch, and handwriting into actionable data in Microsoft Office, SharePoint, CRM, ERP, GIS, and many other back-end systems. By simply writing naturally on paper, tablets, and mobile devices, teams get instant access to structured data in SharePoint. A range of enterprises and agencies speed workflows and reduce risk by using Capturx to bypass data transcription from paper and cumbersome keyboard- and menu-driven interfaces. Adapx is a Microsoft Gold partner, led by former Microsoft employees in the Seattle area. www.adapx.com",98121,Seattle,WA,USA,,,http://adapx.com,enterprise;sharepoint 
adcash.com,adcash,Adcash,No description.,10114,,,EST,,Adcash,http://adcash.com,gaming 
adcloud.com,adcloud,Adcloud,No description.,,,,,,,http://adcloud.com,
adconion.com,adconion,Adconion,No description.,90404,Santa Monica,CA,USA,,,http://adconion.com,
add-on.com,add-on-products,Add-On Products,No description.,,,,,,,http://add-on.com,
addondata.com,add-on-data,Add-On Data,No description.,,,,,,,http://addondata.com,healthcare;
adextent.com,adextent,AdExtent,No description.,,,,,,,http://adextent.com,
adfonic.com,adfonic,Adfonic,No description.,WC2H 9EA,,,GBR,adfonic,adfonic,http://adfonic.com,advertising;
adiant.com,adiant,Adiant,No description.,8876,Branchburg,NJ,USA,AdiantMedia,adiantmedia,http://adiant.com,advertising;
adinsight.com,adinsight,AdInsight,No description.,M503XA,,,GBR,adinsight,adinsight,http://adinsight.com,
adjuggler.com,adjuggler,AdJuggler,No description.,22312,Alexandria,VA,USA,,adjuggler,http://adjuggler.com,software advertising;
adknowledge.com,adknowledge,Adknowledge,No description.,64112,Kansas City,MO,USA,Adknowledge,,http://adknowledge.com,advertising;
adlibsoftware.com,adlib-software,Adlib Software,"Adlib is the leading expert in document-to-PDF transformation, enabling the world's largest life sciences companies to reduce the financial exposure and risk of non-compliance with regulatory agencies; reduce IT costs by centralizing document transformation; and leverage document-to-PDF as a shared service across the enterprise. Adlib is seamlessly integrated with SharePoint delivering advanced document-to-PDF services to all users and workflows. Adlib Express is the ""Gold Standard"" server-based document-to-PDF transformation that automates the conversion, assembly, and enhancement of documents into searchable PDF or PDF/A for archiving. Adlib PDF Enterprise is the next-generation of document-to-PDF technology designed for demanding high-volume environments that improves business process automation company-wide. Adlib is a Microsoft Certified Gold Partner.",L7N 3H8,,,CAN,adlibsoftware,adlibsoftware,http://adlibsoftware.com,software;sharepoint 
adlux.com,adlux,Adlux,No description.,,,,,adluxppc,,http://adlux.com,advertising;
admarketplace.com,admarketplacecom,adMarketplace.com,No description.,10016,Manhattan,NY,USA,,adMarketplace,http://admarketplace.com,search advertising;
adnetwork.net,adnetworknet,AdNetwork.net,No description.,,,,,adnetworkexchange,,http://adnetwork.net,advertising;
adobe.com,adobe-systems,Adobe Systems,No description.,,,,USA,Adobe,Adobe,http://adobe.com,software;gaming education 
adoptim.com,adoptim,AdOptim,No description.,,,,,,,http://adoptim.com,advertising;
adotomi.com,adotomi,Adotomi,No description.,,,,ISR,Adotomi,Adotomi,http://adotomi.com,
adpepper.co.uk,ad-pepper-media,Ad Pepper Media,No description.,,,,,,,http://adpepper.co.uk,
adremsoft.com,adrem-software-inc,"AdRem Software, Inc.",No description.,,,,,AdRemSoftware,,http://adremsoft.com,
adsage.com,adsage,adSage,No description.,98004,Beaux Arts,WA,USA,AdSage,adsageaff,http://adsage.com,search advertising;
adsdirectmedia.com,ads-direct-media,Ads Direct Media,No description.,,,,,,,http://adsdirectmedia.com,advertising;
adspert.de,bidmanagement-gmbh,Bidmanagement GmbH,No description.,,,,,,go_adspert,http://adspert.de,search;
adstack.com,adstack,AdStack,No description.,,,,,adstackinc,,http://adstack.com,advertising;
adtelligence.de,adtelligence,Adtelligence,No description.,,,,DEU,adtelligence,Michael1980,http://adtelligence.de,
adtran.com,adtran,Adtran,No description.,35806,Huntsville,AL,USA,adtran.inc,,http://adtran.com,software;education virtualization
adtruth.com,adtruth,AdTruth,No description.,95128,San Jose,CA,USA,AdTruth,Ad_Truth,http://adtruth.com,advertising;
advancedclassroomtechnologies.com,advancedclassroomtechnologies,Advanced Classroom Technologies,No description.,,,,,,,http://advancedclassroomtechnologies.com,education 
advancedtalent.com,advanced-software-talent,Advanced Software Talent,No description.,,,,,,,http://advancedtalent.com,
advantech.com,advantech-corp,Advantech Corp.,No description.,95035,Milpitas,CA,USA,Advantech.Corp,,http://advantech.com,public relations;
advaoptical.com,adva-optical-networking,ADVA Optical Networking,No description.,,,,,ADVAOpticalNetworking,,http://advaoptical.com,
adventinternational.com,advent-international,Advent International,No description.,,,,,,,http://adventinternational.com,
adventuresplanet.it,adventure's_planet_s.r.l.,Adventure's Planet S.r.l.,No description.,,,,,,,http://adventuresplanet.it,gaming 
adventventures.com,advent-venture-partners,Advent Venture Partners,No description.,,,,,,,http://adventventures.com,
advertise.com,advertisecom,Advertise.com,No description.,91403,Sherman Oaks,CA,USA,advertisedotcom,,http://advertise.com,advertising;
advertisingdatabase.com,advertising-database-inc,"Advertising Database, Inc.",No description.,,,,,,,http://advertisingdatabase.com,advertising;
adviqo.com,adviqo-ag,adviqo AG,No description.,,,,,,,http://adviqo.com,
advisory.com,advisory-board-company,Advisory Board Company,No description.,20037,Washington,DC,USA,,,http://advisory.com,biotech healthcare;
advsyscon.com,advanced-systems-concepts,Advanced Systems Concepts,No description.,,,,,AdvancedSystemsConceptsInc,,http://advsyscon.com,
adyen.com,adyen,ADYEN,No description.,1001 EB ,,,NLD,,adyenpayments,http://adyen.com,ecommerce;
aeriagames.com,aeria-games,Aeria Games,No description.,,,,USA,aeria,aeriagames,http://aeriagames.com,gaming 
aeries.com,eagle-software,Eagle Software,No description.,,,,,aeriessalon,,http://aeries.com,education 
aeris.com,aeris-communications,Aeris Communications,No description.,95110,San Jose,CA,USA,,,http://aeris.com,public relations;
aerohive.com,aerohive-networks,Aerohive Networks,No description.,94089,Sunnyvale,CA,USA,,aerohive,http://aerohive.com,mobile;education 
aerosoft.com,aerosoft,Aerosoft,No description.,,,,DEU,,,http://aerosoft.com,gaming 
aesir-interactive.de,aesir_interactive_gbr,Aesir Interactive GbR,No description.,,,,,,,http://aesir-interactive.de,gaming 
aesvi.it,aesvi_services_s.r.l.,AESVI Services S.r.l.,Italian Gaming Software Publishers Association,,,,,,,http://aesvi.it,gaming 
afcindustries.com,afc-industries-inc,"AFC INDUSTRIES, INC.",No description.,,,,,,,http://afcindustries.com,healthcare;
affigent.com,affigent-llc,"Affigent, LLC",No description.,,,,,,,http://affigent.com,healthcare;
affiliate.com,affiliatecom,"affiliate.com (Division of Media Breakaway, LLC)",No description.,,,,,affiliatecomnetwork,,http://affiliate.com,advertising;
affiliatenetwork.com,affiliatenetworkcom,AffiliateNetwork.com,No description.,,,,,,,http://affiliatenetwork.com,advertising;
affinity.com,affinity,Affinity,No description.,60606,Chicago,IL,USA,,,http://affinity.com,advertising;
afjv.com,afjv,AFJV,No description.,,,,,,,http://afjv.com,gaming 
aforesolutions.com,afore-solutions,Afore Solutions,No description.,,,,CAN,,,http://aforesolutions.com,virtualization
afpnet.org,afp,AFP,No description.,,,,,,,http://afpnet.org,
agilecredit.com,agile-credit,Agile Credit,No description.,,,,,,,http://agilecredit.com,
agilepoint.com,agilepoint,AgilePoint,"AgilePoint is an industry leader in delivering business process management (BPM) solutions to the Global 2000 companies, many in the Regulated, Utility, Manufacturing, and Professional Services industries. AgilePoint uniquely places business process design and deployment in the hands of knowledgeable business users and enables them to respond rapidly to the needs of the business without the need of custom code by IT. ",,,,,,,http://agilepoint.com,sharepoint 
agilyx.com,agilyx,Agilyx,No description.,97223,Portland,OR,USA,,,http://agilyx.com,cleantech;
agreeya.com,agreeya-solutions,AgreeYa Solutions,"AgreeYa provides global technology and business consulting for clients worldwide through project-based, outsourced, and/or staffing engagements. AgreeYa’s SharePoint practice offers clients of all sizes a comprehensive suite of services including: assessment and planning, development and implementation, business intelligence, migration, training and managed services. These services help clients leverage AgreeYa’s expertise in BPM, Mobility, Collaboration and Social Communication, search technologies and infrastructure management to boost their efficiency, productivity and competitive advantage. AgreeYa also has a unique enterprise collaboration solution, SocialXtend, built on SharePoint 2010. AgreeYa is a Microsoft Gold Certified Partner and a SEI CMMI Level 5 and ISO 9001:2008 certified company.",,,,,,,http://agreeya.com,sharepoint 
aha.de,ahade-internet,aha.de Internet,No description.,,,,,beniseviyormu,,http://aha.de,
aheim.com,aheim-capital,Aheim Capital,No description.,,,,,,,http://aheim.com,
aie.edu.au,aie-edu-au,Academy of Interactive Entertainment,No description.,,,,,,,http://aie.edu.au,gaming 
aimgroup.com,aim-group,AIM Group,No description.,,,,,,,http://aimgroup.com,
aim-mia.de,ausbildung-in-medienberufen,Ausbildung in Medienberufen,No description.,,,,,,,http://aim-mia.de,gaming 
aiomi.it,aiomi,AIOMI,Associazione Italiana Opere Multimediali Interattive,,,,,,,http://aiomi.it,gaming 
airbnb.com,airbnb,Airbnb,No description.,94103,San Francisco,CA,USA,,airbnb,http://airbnb.com,web;
airespring.com,airespring,AireSpring,No description.,,,,,,,http://airespring.com,
airista.com,airista-llc,"Airista, LLC",No description.,21152,Glencoe,MD,USA,,airistallc,http://airista.com,public relations healthcare;
air-watch.com,airwatch,AirWatch,No description.,30338,Atl,GA,USA,,,http://air-watch.com,mobile;education 
aiuniv.edu,aiuniv-edu,American InterContinental University,No description.,30328,Atl,GA,USA,AmericanInterContinentalUniversity,,http://aiuniv.edu,other;
aixit.com,aixit,Aixit,No description.,,,,,,,http://aixit.com,gaming 
ajs.nrw.de,ajs,Arbeitsgemeinschaft Kinder- und Jugendschutz Landesstelle NRW e.V. (AJS),No description.,,,,,,,http://ajs.nrw.de,gaming 
akira.lt,akira_mobile,Akira Mobile,No description.,,,,,,,http://akira.lt,gaming 
aktronic.de,ak-tronic-software-service,Ak tronic Software & Service,No description.,,,,DEU,,,http://aktronic.de,gaming 
alachisoft.com,alachisoft,Alachisoft,"Alachisoft is an eminent brand for distributed caching as well as storage solutions for Microsoft SharePoint with leading products StorageEdge and NCache to improve development, performance, and scalability. StorageEdge optimizes SharePoint storage and performance. It externalizes all BLOBs from SharePoint content database and reduces the database size by 95%. This makes database management easier and reduces storage cost as well. Additionally, it uses in-memory caching on WFE servers for BLOBs and Lists. As a result, SharePoint performance improves dramatically.",94583,San Ramon,CA,USA,StorageEdge,,http://alachisoft.com,software;sharepoint 
alacritech.com,alacritech,Alacritech,No description.,95112,San Jose,CA,USA,,alacritech,http://alacritech.com,enterprise;
alawar.com,alawar-entertainment,Alawar Entertainment,No description.,22314,Alexandria,VA,USA,AlawarEntertainment,,http://alawar.com,advertising;
alcatel-lucent.com,alcatel-lucent,Alcatel-Lucent,No description.,75008,,,FRA,ALUEnterprise,,http://alcatel-lucent.com,public relations;
alcero.com,alcero,Alcero,"Alcero specializes in developing and implementing business solutions based on its Alexya, an Enterprise Content Management (ECM) for SharePoint solutions platform. Alexya™ modules allow for advanced functionalities required to develop business solutions based on SharePoint. In developing Alexya™ business solutions, Alcero has incorporated best practices for electronic document management, workflows, searching, collaboration and publishing in order to easily implement business solutions. Our expertise in enterprise content management, information management and process support has led us to develop Alexya™ solutions that comprise a range of features that can be selected in accordance with your SharePoint environment solution requirements.",,,,CAN,,,http://alcero.com,sharepoint 
alchemicdream.com,alchemic-dream-inc,"Alchemic Dream, Inc.",No description.,,,,,alchemicdream,,http://alchemicdream.com,gaming 
aldebaran-robotics.comen,aldebaran-robotics,Aldebaran Robotics,No description.,,,,,AldebaranRoboticsAmericas,,http://aldebaran-robotics.comen,education 
alegohealth.com,alego-health,Alego Health,No description.,,,,,AlegoHealth,,http://alegohealth.com,healthcare;
alegrocapital.com,alegro-capital,Alegro Capital,No description.,,,,,,,http://alegrocapital.com,
aleks.com,aleks-corporation,ALEKS Corporation,No description.,,,,,,,http://aleks.com,education 
alertlogic.com,alert-logic,Alert Logic,No description.,77056,Houston,TX,USA,,,http://alertlogic.com,healthcare;
alienware.com,alienware,Alienware,No description.,33186,Crossings,FL,USA,Alienware,,http://alienware.com,hardware;gaming 
alistgames.com,[a]list_games,[a]list games,No description.,,,,,,,http://alistgames.com,gaming 
allbrary.fr,allbrary,ALLBRARY,No description.,,,,,,,http://allbrary.fr,gaming 
alleg.sourceforge.net,allegro,Allegro,No description.,,,,,,,http://alleg.sourceforge.net,
allegorithmic.com,allegorithmic,Allegorithmic,No description.,63000,,,FRA,AllegorithmicSubstance,,http://allegorithmic.com,gaming 
alliedtelesis.com,allied-telesis,Allied Telesis,No description.,,,,,AlliedTelesis,,http://alliedtelesis.com,healthcare;
allinlearning.com,all-in-learning,ALL In Learning,No description.,,,,,AllInLearning,,http://allinlearning.com,education 
allmyapps.com,allmyapps,Allmyapps,No description.,75004,,,FRA,allmyapps,allmyapps,http://allmyapps.com,web;
allopass.com,allopass,ALLOPASS,No description.,75002,,,FRA,,hhhhhoooooooooo,http://allopass.com,web;gaming 
allpago.com.br,allpago,Allpago,No description.,,,,,,,http://allpago.com.br,ecommerce;
allsocialdata.com,allsocialdata,AllSocialData,No description.,,,,,,,http://allsocialdata.com,gaming 
alphasights.com,alphasights,AlphaSights,No description.,,,,,,,http://alphasights.com,search;
altego.com,altego,AltEgo,No description.,90405,Santa Monica,CA,USA,,,http://altego.com,
alterface.com,alterface,Alterface,No description.,,,,BEL,alterface,,http://alterface.com,gaming 
alteryx.com,alteryx,Alteryx,"Alteryx provides indispensable analytic solutions for enterprise companies making critical decisions about how to expand and grow. Our product, Alteryx Strategic Analytics, is a desktop-to-cloud Agile BI and analytics solution designed for Data Artisans and business leaders that brings together the market knowledge, location insight, and business intelligence today's organizations require. For more than a decade, Alteryx has enabled strategic planning executives to identify and seize market opportunities, outsmart their competitors, and drive more revenue. Customers like Experian Marketing Services and McDonald's rely on Alteryx daily for their most important decisions. Headquartered in Irvine, California, and with key offices in Boulder and in Silicon Valley, CA, Alteryx empowers 250+ customers and 200,000+ users worldwide. Get inspired today at www.alteryx.com or call 1-888-836-4274.",92602,Irvine,CA,USA,alteryx,,http://alteryx.com,big data;
altimatech.com,altima-technologies-inc,"Altima Technologies, Inc.",No description.,,,,,,,http://altimatech.com,
altiumcapital.com,altium-capital-ag,Altium Capital AG,No description.,,,,,,,http://altiumcapital.com,
altossolutions.com,altos-solutions,Altos Solutions,No description.,,,,,,,http://altossolutions.com,healthcare;
altova.com,altova,Altova,No description.,1915,Beverly,MA,USA,Altova,altova,http://altova.com,software;
alvarion.com,alvarion-ltd,Alvarion Ltd.,No description.,69710,,,ISR,,Alvarion4G,http://alvarion.com,mobile;education 
amagine.com,amagine-inc,"Amagine, Inc.",No description.,,,,,amagine.interactive,,http://amagine.com,healthcare;
ama-studios.com,advanced_mobile_applications,Advanced Mobile Applications,"AMA is an independent interactive entertainment developer and publisher. Founded in 2004 by the Guillemot brothers, AMA is a sister company to Ubisoft, Gameloft, Guillemot Corporation and Longtail Studios.",,,,,,,http://ama-studios.com,gaming 
